OPEN 25.09.2018;MAX 25.09.2018;MIN 25.09.2018;CLOSE 25.09.2018;OPEN 23.10.2018;MAX 23.10.2018;MIN 23.10.2018;CLOSE 23.10.2018;OPEN 23.11.2018;MAX 23.11.2018;MIN 23.11.2018;CLOSE 23.11.2018;OPEN 03.12.2018;MAX 03.12.2018;MIN 03.12.2018;CLOSE 03.12.2018
115240;115240;115200;115210;110660;110690;110600;110650;111820;111820;111750;111800;115210;115250;115190;115220
115210;115280;115200;115280;110650;110650;110580;110630;111790;111820;111760;111810;115210;115220;115200;115200
115280;115370;115270;115310;110630;110660;110610;110640;111810;111820;111660;111670;115200;115230;115190;115230
115310;115340;115160;115170;110640;110840;110630;110830;111680;111790;111670;111740;115210;115300;115200;115290
115180;115190;115150;115180;110830;110880;110780;110850;111740;111740;111680;111700;115280;115290;115240;115250
115180;115240;115170;115240;110840;110850;110740;110740;111700;111720;111620;111660;115250;115260;115200;115210
115230;115270;115220;115230;110740;110810;110740;110810;111650;111710;111650;111690;115220;115240;115200;115200
115220;115230;115200;115210;110800;110880;110770;110860;111680;111700;111620;111660;115210;115220;115190;115200
115220;115240;115170;115170;110850;110930;110850;110850;111660;111720;111600;111650;115210;115220;115180;115200
115170;115180;115080;115140;110860;110890;110810;110890;111650;111660;111610;111610;115200;115220;115190;115220
115130;115180;115130;115150;110880;110880;110850;110850;111610;111610;111580;111590;115210;115250;115200;115250
115150;115180;115140;115140;110850;110900;110840;110840;111600;111620;111590;111620;115260;115270;115220;115240
115150;115170;115120;115130;110860;110980;110860;110980;111610;111650;111600;111630;115240;115300;115230;115240
115140;115160;115100;115100;110980;111000;110950;110970;111630;111690;111620;111680;115250;115260;115220;115260
115100;115110;115050;115060;110980;111000;110910;110940;111670;111750;111670;111730;115250;115260;115230;115250
115070;115120;115050;115120;110940;111000;110930;111000;111750;111770;111710;111760;115250;115260;115230;115230
115120;115150;115090;115150;110990;111120;110980;111050;111770;111770;111710;111750;115240;115240;115200;115200
115150;115150;115080;115120;111060;111130;111030;111100;111750;111770;111720;111730;115210;115240;115190;115190
115120;115160;115100;115150;111100;111310;111090;111260;111730;111790;111730;111740;115190;115200;115140;115190
115150;115320;115150;115280;111260;111290;111200;111220;111750;111760;111720;111750;115190;115230;115180;115200
115300;115440;115260;115400;111220;111270;111220;111220;111730;111750;111720;111740;115200;115230;115190;115210
115400;115450;115380;115390;111220;111230;111160;111170;111730;111770;111710;111760;115200;115220;115190;115210
115400;115440;115370;115370;111170;111220;111140;111180;111760;111760;111710;111720;115220;115220;115160;115180
115370;115390;115360;115380;111200;111210;111130;111170;111720;111740;111690;111720;115180;115220;115180;115180
115380;115450;115360;115420;111170;111190;111100;111110;111730;111770;111710;111730;115190;115190;115150;115170
115420;115450;115400;115410;111130;111180;111130;111160;111720;111750;111700;111750;115170;115260;115160;115240
115420;115480;115400;115410;111160;111210;111150;111180;111760;111780;111750;111770;115240;115270;115210;115220
115410;115430;115380;115410;111200;111330;111200;111290;111760;111770;111710;111730;115220;115230;115180;115200
115420;115460;115390;115460;111290;111320;111220;111230;111740;111920;111700;111910;115200;115200;115170;115180
115460;115490;115440;115490;111220;111270;111200;111250;111900;111950;111840;111850;115170;115180;115140;115160
115490;115640;115490;115600;111250;111280;111230;111260;111850;111850;111800;111810;115160;115190;115140;115160
115610;115670;115590;115640;111270;111310;111230;111240;111830;111830;111790;111800;115170;115180;115150;115170
115630;115670;115580;115580;111250;111260;111170;111200;111810;111810;111780;111790;115170;115180;115150;115180
115600;115630;115580;115590;111200;111220;111090;111120;111790;111820;111770;111810;115180;115200;115140;115190
115600;115600;115510;115520;111110;111140;111090;111110;111810;111820;111770;111770;115190;115200;115170;115170
115520;115540;115480;115480;111120;111150;111100;111120;111770;111790;111750;111760;115170;115190;115130;115140
115490;115550;115480;115530;111120;111160;111090;111100;111760;111790;111750;111780;115130;115140;114930;114950
115530;115540;115480;115480;111090;111100;110990;111020;111770;111820;111750;111810;114950;114960;114830;114920
115470;115520;115460;115510;111030;111100;111020;111070;111820;111870;111790;111800;114910;114990;114900;114990
115490;115500;115390;115430;111070;111120;111020;111020;111800;111820;111780;111780;114990;115030;114980;114990
115440;115460;115400;115420;111020;111030;110880;110910;111770;111800;111770;111780;114990;115020;114950;115000
115410;115410;115370;115390;110910;110950;110870;110930;111780;111830;111780;111800;115000;115020;114970;114990
