OPEN 25.09.2018;MAX 25.09.2018;MIN 25.09.2018;CLOSE 25.09.2018;OPEN 23.10.2018;MAX 23.10.2018;MIN 23.10.2018;CLOSE 23.10.2018;OPEN 23.11.2018;MAX 23.11.2018;MIN 23.11.2018;CLOSE 23.11.2018;OPEN 03.12.2018;MAX 03.12.2018;MIN 03.12.2018;CLOSE 03.12.2018
115390;115450;115370;115400;110930;110950;110870;110870;111800;111840;111800;111820;114990;115000;114940;114940
115410;115420;115390;115420;110870;110920;110760;110770;111840;111840;111770;111790;114950;114990;114910;114980
115420;115430;115350;115370;110770;110860;110740;110810;111800;111820;111760;111800;114990;115000;114960;114990
115370;115400;115350;115350;110810;110900;110790;110900;111790;111820;111790;111800;114960;114980;114910;114960
115350;115390;115330;115340;110890;110920;110870;110870;111800;111810;111780;111810;114960;114990;114950;114980
115360;115400;115330;115390;110890;110950;110860;110930;111800;111810;111780;111810;114970;115020;114960;115000
115380;115400;115360;115380;110920;110970;110920;110960;111810;111820;111790;111800;115010;115030;114990;115000
115380;115390;115340;115380;110940;110990;110930;110990;111790;111790;111760;111760;114990;115080;114990;115070
115370;115440;115370;115430;110990;110990;110890;110930;111770;111840;111750;111810;115060;115070;115010;115020
115430;115430;115360;115370;110930;111080;110920;111080;111800;111810;111780;111800;115010;115020;114990;115010
115360;115360;115300;115350;111070;111170;111050;111160;111800;111800;111760;111780;115010;115080;115010;115050
115360;115360;115300;115310;111150;111170;111100;111120;111790;111790;111730;111770;115030;115070;115010;115050
115320;115350;115270;115290;111110;111140;111080;111120;111780;111840;111770;111830;115040;115050;115010;115040
115300;115320;115290;115310;111110;111190;111090;111130;111820;111840;111770;111770;115030;115050;115000;115010
115330;115340;115280;115300;111150;111170;111120;111150;111770;111790;111740;111770;115000;115040;114950;115010
115320;115350;115310;115340;111140;111150;111110;111140;111760;111780;111740;111770;115020;115070;114990;115070
115340;115440;115330;115430;111130;111220;111120;111160;111780;111820;111750;111800;115070;115090;114920;114980
115420;115480;115390;115440;111170;111260;111170;111250;111790;111800;111770;111780;114980;115030;114960;114980
115440;115450;115400;115400;111250;111290;111230;111250;111780;111800;111760;111800;114980;115000;114950;114980
115430;115440;115370;115420;111250;111280;111190;111200;111800;111820;111770;111820;114990;115000;114940;114990
115390;115400;115350;115370;111210;111230;111130;111190;111820;111860;111820;111860;114980;115030;114980;115010
115390;115440;115390;115430;111190;111240;111180;111240;111860;111860;111770;111790;115010;115020;114970;114990
115430;115470;115400;115430;111240;111320;111240;111270;111790;111790;111740;111750;115000;115050;114990;115050
115430;115440;115410;115410;111270;111390;111250;111370;111750;111770;111720;111750;115030;115090;115030;115090
115420;115450;115320;115330;111370;111370;111260;111270;111760;111780;111720;111750;115100;115220;115100;115200
115330;115360;115300;115340;111280;111300;111260;111280;111750;111750;111700;111720;115200;115220;115170;115200
115330;115390;115330;115330;111270;111360;111250;111350;111730;111770;111710;111760;115210;115210;115130;115140
115330;115340;115300;115310;111330;111350;111280;111290;111770;111780;111710;111730;115140;115150;115090;115090
115310;115310;115250;115270;111300;111320;111200;111220;111740;111790;111720;111780;115090;115150;115090;115120
115260;115290;115260;115270;111220;111240;111150;111160;111790;111820;111760;111820;115120;115140;115030;115060
115260;115320;115260;115300;111170;111210;111010;111090;111800;111810;111770;111790;115050;115080;115020;115040
115320;115330;115290;115300;111090;111240;111030;111210;111790;111830;111760;111820;115040;115070;115020;115060
115310;115320;115240;115280;111210;111210;111170;111200;111820;111880;111810;111880;115060;115100;115030;115060
115280;115290;115200;115220;111200;111240;111170;111230;111870;111880;111830;111840;115070;115100;115040;115040
115230;115250;115220;115230;111220;111240;111200;111240;111840;111880;111830;111870;115050;115130;115050;115130
115240;115290;115230;115270;111240;111350;111220;111340;111870;111870;111840;111840;115130;115130;115070;115070
115280;115350;115270;115330;111340;111350;111290;111310;111830;111850;111820;111830;115070;115080;115040;115060
115330;115330;115240;115240;111310;111330;111260;111280;111830;111840;111780;111820;115070;115110;115060;115080
115240;115280;115230;115270;111280;111290;111240;111270;111820;111860;111810;111850;115090;115110;115060;115090
115270;115290;115230;115250;111270;111300;111260;111270;111850;111880;111840;111860;115090;115110;115090;115110
115240;115250;115180;115220;111270;111320;111250;111310;111860;111890;111840;111890;115100;115200;115080;115200
115230;115280;115220;115250;111300;111370;111300;111330;111890;111930;111860;111880;115190;115190;115160;115170
115250;115270;115200;115230;111330;111350;111220;111220;111860;111900;111860;111880;115160;115370;115160;115290
115250;115250;115200;115200;111220;111240;111150;111210;111890;111890;111850;111850;115300;115370;115270;115360
115200;115220;115170;115200;111220;111230;111160;111200;111830;111840;111800;111840;115360;115380;115320;115340
115210;115240;115200;115220;111200;111260;111190;111250;111840;111890;111840;111860;115350;115350;115300;115330
115220;115230;115180;115200;111250;111260;111200;111250;111840;111880;111840;111860;115330;115340;115300;115310
115210;115210;115180;115200;111260;111270;111260;111270;111850;111890;111820;111830;115320;115320;115300;115300
115190;115240;115160;115170;111270;111380;111260;111360;111840;111840;111790;111790;115310;115330;115290;115320
115170;115170;115090;115100;111370;111500;111330;111490;111800;111840;111800;111840;115320;115370;115280;115300
115090;115120;114980;115080;111480;111530;111460;111510;111830;111830;111800;111800;115290;115310;115280;115290
115060;115120;115050;115060;111510;111570;111510;111530;111810;111830;111800;111820;115290;115290;115270;115280
115070;115140;115030;115110;111540;111540;111490;111490;111830;111910;111830;111880;115280;115290;115280;115290
115110;115110;115060;115060;111490;111510;111470;111490;111880;111920;111880;111900;115290;115300;115280;115290
115060;115120;115020;115080;111490;111560;111480;111520;111900;111900;111870;111890;115280;115300;115260;115280
115080;115080;115040;115050;111510;111550;111470;111490;111880;111900;111860;111880;115280;115300;115250;115260
115040;115060;115040;115060;111500;111530;111480;111500;111890;112060;111880;111990;115260;115260;115130;115150
115060;115120;115040;115120;111510;111700;111510;111650;111980;111990;111960;111980;115160;115190;115150;115150
115110;115210;115110;115170;111640;111690;111600;111690;111990;112000;111940;111950;115170;115200;115160;115200
115170;115240;115170;115180;111690;111690;111640;111650;111950;112000;111950;112000;115180;115230;115160;115220
115190;115210;115160;115210;111660;111710;111650;111680;112000;112000;111970;111970;115220;115240;115160;115200
115210;115210;115160;115200;111680;111690;111600;111650;111980;112000;111970;111980;115200;115210;115110;115120
115200;115250;115200;115230;111660;111690;111620;111630;111990;112000;111960;111990;115140;115240;115120;115210
115240;115270;115230;115260;111630;111640;111570;111600;111990;112020;111990;111990;115200;115330;115130;115270
115260;115270;115240;115250;111610;111620;111560;111570;112000;112010;111960;112010;115280;115310;115170;115260
115240;115300;115240;115270;111560;111560;111500;111540;112010;112020;111980;111980;115260;115260;115170;115180
115270;115300;115270;115280;111550;111590;111540;111550;112000;112100;111990;112080;115180;115200;115050;115070
115300;115320;115270;115280;111570;111590;111520;111590;112090;112150;112040;112120;115070;115190;115060;115180
115280;115290;115220;115270;111590;111630;111540;111550;112120;112240;112120;112180;115180;115210;115180;115200
115270;115310;115260;115280;111560;111640;111540;111610;112190;112230;112170;112210;115220;115270;115200;115230
115280;115280;115230;115230;111610;111610;111530;111560;112210;112230;112170;112180;115230;115260;115190;115220
115240;115290;115210;115270;111560;111590;111480;111510;112190;112190;112110;112120;115210;115240;115210;115220
115280;115300;115270;115280;111520;111580;111500;111500;112120;112130;112110;112120;115220;115260;115220;115250
115280;115300;115270;115290;111510;111520;111500;111510;112120;112130;112080;112130;115250;115250;115190;115210
115300;115320;115260;115260;111500;111570;111480;111570;112120;112170;112110;112110;115220;115230;115190;115200
115260;115270;115230;115250;111570;111650;111560;111590;112110;112120;112070;112080;115210;115240;115190;115220
115250;115290;115220;115250;111590;111600;111430;111490;112100;112110;111990;112020;115220;115240;115190;115190
115250;115260;115140;115220;111490;111490;111340;111380;112020;112040;111950;111990;115200;115220;115180;115210
115220;115250;115190;115210;111370;111380;111260;111260;111990;112040;111960;112000;115220;115230;115180;115200
115220;115220;115130;115130;111260;111320;111240;111300;112000;112020;111960;111970;115210;115250;115210;115240
115120;115130;115030;115090;111300;111310;111240;111270;111960;112000;111950;111980;115240;115270;115210;115260
115110;115240;115050;115230;111270;111290;111210;111270;111990;111990;111890;111910;115250;115290;115250;115270
115230;115230;115160;115180;111280;111340;111260;111280;111900;111940;111860;111920;115270;115270;115190;115210
115180;115240;115170;115240;111270;111320;111270;111270;111910;111990;111910;111960;115220;115240;115190;115240
115230;115340;115230;115300;111270;111320;111270;111300;111960;111960;111930;111960;115230;115240;115210;115240
115310;115310;115270;115280;111310;111420;111300;111380;111950;111970;111920;111930;115230;115250;115220;115230
115280;115330;115270;115310;111380;111400;111300;111300;111920;111940;111860;111870;115240;115260;115200;115200
115310;115320;115290;115310;111310;111320;111220;111230;111880;111900;111840;111840;115210;115240;115200;115200
115310;115330;115290;115300;111240;111330;111220;111220;111840;111880;111830;111840;115210;115250;115200;115240
115300;115300;115250;115250;111230;111310;111220;111270;111850;111860;111770;111800;115240;115250;115220;115220
115240;115270;115230;115260;111260;111290;111170;111170;111800;111860;111790;111830;115230;115250;115220;115240
115260;115270;115180;115250;111170;111170;111020;111030;111840;111840;111720;111730;115240;115280;115240;115260
115250;115270;115220;115270;111020;111060;110970;110980;111740;111780;111680;111750;115260;115260;115210;115230
115270;115300;115260;115300;110970;111000;110940;110960;111770;111770;111720;111730;115230;115250;115230;115230
115290;115310;115260;115290;110950;110970;110890;110940;111730;111760;111700;111720;115220;115220;115190;115210
115290;115290;115260;115280;110930;111000;110920;110990;111730;111750;111680;111690;115220;115220;115160;115200
115280;115390;115280;115320;110980;111010;110900;110980;111690;111740;111660;111680;115200;115200;115120;115130
115310;115340;115290;115310;110980;111140;110970;111130;111680;111700;111540;111580;115130;115190;115110;115170
115310;115370;115310;115330;111120;111140;111060;111120;111580;111670;111560;111630;115180;115190;115140;115150
115320;115330;115300;115330;111110;111170;111100;111120;111630;111660;111600;111660;115160;115190;115130;115160
115320;115390;115320;115350;111130;111170;111100;111130;111650;111670;111630;111660;115170;115190;115170;115180
115360;115380;115310;115310;111120;111140;111040;111090;111640;111700;111640;111690;115190;115250;115180;115220
115310;115330;115290;115330;111090;111100;110970;111020;111700;111710;111660;111680;115210;115280;115200;115280
115310;115320;115260;115260;111010;111060;111010;111040;111680;111690;111630;111670;115280;115330;115270;115280
115260;115310;115250;115280;111040;111060;110970;110990;111670;111670;111640;111660;115270;115330;115260;115290
115300;115300;115220;115230;110990;111120;110970;111120;111650;111650;111610;111620;115290;115300;115250;115290
115240;115360;115240;115330;111120;111130;110870;110940;111620;111650;111500;111540;115300;115350;115280;115300
115330;115350;115270;115330;110950;111190;110940;111150;111540;111540;111410;111430;115310;115320;115270;115280
115330;115430;115320;115430;111140;111380;111120;111330;111440;111450;111210;111210;115280;115290;115210;115230
115430;115440;115360;115400;111340;111340;111140;111160;111210;111280;111160;111160;115230;115260;115220;115230
115390;115430;115360;115410;111170;111260;111050;111230;111160;111240;111130;111210;115220;115250;115220;115250
115410;115420;115370;115380;111220;111350;111120;111330;111200;111220;111150;111150;115240;115250;115210;115250
115390;115400;115350;115370;111320;111410;111280;111360;111150;111260;111140;111250;115250;115290;115250;115280
115370;115390;115340;115380;111350;111450;111340;111430;111250;111250;111160;111240;115290;115310;115250;115300
115390;115480;115360;115470;111440;111470;111390;111460;111230;111240;111150;111180;115300;115300;115220;115280
115470;115500;115440;115490;111440;111460;111370;111380;111160;111220;111150;111200;115280;115290;115240;115270
115490;115570;115400;115560;111380;111380;111210;111220;111190;111210;111160;111170;115270;115330;115240;115310
115560;115650;115540;115650;111220;111350;111210;111240;111180;111180;111110;111130;115300;115370;115300;115350
115640;115650;115560;115610;111240;111250;111110;111210;111120;111130;111060;111080;115360;115380;115340;115340
115620;115630;115560;115560;111200;111270;111140;111260;111070;111170;111040;111170;115340;115370;115310;115350
115570;115570;115540;115550;111270;111270;111110;111120;111170;111180;111110;111130;115350;115380;115310;115340
115560;115620;115550;115600;111120;111210;111070;111150;111120;111250;111110;111250;115340;115360;115300;115300
115600;115660;115580;115590;111140;111210;111100;111180;111230;111250;111180;111200;115300;115360;115300;115340
115600;115600;115550;115560;111170;111200;111110;111190;111190;111250;111190;111230;115330;115340;115270;115290
115560;115590;115550;115580;111180;111340;111170;111280;111230;111240;111180;111220;115300;115330;115270;115320
115580;115600;115550;115570;111280;111380;111270;111290;111210;111260;111200;111230;115320;115330;115310;115320
115580;115600;115560;115580;111300;111310;111160;111170;111240;111240;111200;111240;115320;115470;115300;115440
115580;115810;115580;115730;111170;111240;111140;111220;111230;111260;111200;111230;115430;115450;115390;115410
115740;115770;115700;115720;111230;111280;111150;111180;111230;111230;111190;111200;115410;115440;115390;115420
115720;115780;115700;115750;111180;111230;111160;111200;111190;111210;111180;111200;115410;115460;115390;115430
115770;115780;115670;115700;111200;111250;111110;111130;111210;111210;111150;111160;115430;115470;115420;115420
115710;115800;115690;115790;111140;111210;111100;111160;111160;111180;111070;111160;115420;115420;115370;115390
115800;115810;115740;115760;111170;111250;111160;111220;111140;111150;111100;111130;115400;115440;115380;115420
115750;115800;115690;115700;111220;111230;111180;111190;111140;111230;111120;111220;115420;115440;115320;115340
115700;115740;115680;115740;111190;111200;111130;111170;111220;111270;111210;111240;115330;115350;115190;115240
115730;115760;115680;115690;111170;111170;111050;111060;111240;111240;111160;111170;115230;115280;115230;115270
115710;115710;115620;115660;111070;111180;111050;111170;111170;111210;111110;111210;115250;115260;115180;115220
115680;115730;115640;115700;111170;111180;111000;111010;111200;111270;111190;111240;115210;115250;115190;115230
115710;115720;115670;115690;111010;111020;110860;110860;111240;111300;111240;111290;115220;115280;115200;115270
115680;115700;115680;115690;110860;110870;110720;110750;111280;111340;111270;111300;115280;115300;115230;115270
115680;115680;115590;115600;110750;110810;110680;110700;111300;111340;111280;111320;115280;115290;115190;115210
115600;115650;115560;115650;110700;110790;110680;110790;111320;111320;111250;111250;115220;115260;115210;115260
115650;115690;115640;115670;110800;110800;110600;110670;111260;111260;111210;111220;115260;115320;115260;115300
115670;115690;115660;115670;110660;110690;110570;110600;111220;111260;111220;111250;115300;115320;115250;115270
115670;115720;115660;115700;110600;110670;110580;110640;111250;111310;111250;111290;115270;115270;115200;115220
115720;115720;115610;115620;110630;110640;110530;110570;111280;111280;111250;111280;115220;115260;115210;115210
115620;115640;115560;115580;110580;110670;110500;110630;111280;111280;111160;111200;115220;115310;115200;115300
115570;115590;115520;115550;110650;110660;110600;110630;111200;111280;111200;111250;115310;115330;115290;115310
115560;115600;115550;115590;110620;110630;110530;110580;111250;111280;111220;111230;115310;115450;115310;115410
115590;115640;115590;115610;110570;110580;110450;110460;111220;111220;111120;111140;115410;115420;115350;115380
115610;115680;115600;115680;110470;110490;110310;110390;111140;111270;111130;111270;115380;115420;115370;115420
115680;115790;115660;115770;110390;110460;110350;110430;111280;111280;111210;111230;115420;115430;115360;115370
115780;115800;115750;115780;110430;110470;110380;110460;111230;111250;111200;111200;115380;115440;115380;115400
115770;115800;115770;115800;110460;110530;110420;110450;111210;111270;111200;111240;115410;115410;115380;115410
115800;115830;115710;115710;110440;110500;110390;110500;111230;111240;111190;111200;115420;115440;115410;115430
115710;115740;115660;115670;110480;110500;110440;110440;111210;111210;111180;111190;115420;115450;115420;115450
115670;115680;115560;115590;110440;110610;110400;110570;111190;111260;111180;111250;115460;115460;115420;115450
115610;115650;115580;115590;110580;110620;110510;110530;111240;111240;111170;111200;115450;115460;115430;115460
115600;115640;115590;115620;110530;110560;110480;110490;111200;111230;111190;111230;115460;115460;115420;115440
115620;115630;115580;115590;110500;110540;110390;110460;111230;111230;111170;111200;115430;115450;115420;115430
115600;115650;115570;115570;110450;110580;110410;110570;111200;111240;111160;111220;115430;115460;115420;115430
115580;115640;115530;115610;110550;110590;110500;110590;111210;111290;111210;111290;115440;115440;115410;115420
115610;115630;115570;115580;110590;110630;110510;110610;111280;111300;111220;111230;115420;115430;115380;115390
115570;115580;115550;115560;110610;110800;110600;110770;111240;111340;111230;111330;115400;115410;115340;115350
115550;115560;115470;115520;110770;110890;110770;110860;111320;111340;111270;111290;115360;115400;115360;115380
115530;115530;115430;115490;110860;110880;110790;110800;111290;111300;111250;111260;115390;115460;115380;115400
115480;115480;115390;115430;110820;110830;110750;110770;111270;111320;111220;111260;115410;115430;115340;115340
115420;115470;115410;115470;110770;110810;110750;110800;111250;111400;111250;111290;115350;115380;115280;115300
115470;115550;115460;115530;110810;110820;110690;110690;111280;111300;111210;111230;115310;115440;115310;115420
115540;115600;115530;115590;110690;110730;110680;110710;111220;111220;111170;111200;115420;115560;115420;115520
115590;115620;115550;115620;110710;110710;110590;110650;111200;111260;111170;111260;115510;115570;115500;115510
115620;115660;115600;115610;110650;110690;110630;110660;111240;111240;111130;111130;115520;115590;115520;115550
115610;115620;115550;115600;110660;110680;110620;110670;111130;111170;111120;111160;115550;115620;115520;115550
115590;115600;115570;115580;110680;110770;110620;110760;111160;111190;111140;111150;115540;115620;115510;115510
115570;115590;115560;115560;110760;110780;110700;110740;111150;111180;111100;111140;115510;115570;115500;115530
115570;115630;115560;115610;110730;110890;110710;110880;111140;111140;111080;111100;115520;115600;115480;115520
115600;115650;115600;115600;110870;110930;110860;110910;111090;111100;110950;111000;115510;115590;115490;115500
115600;115660;115590;115610;110900;110900;110810;110830;111010;111080;111000;111040;115510;115560;115460;115530
115630;115650;115600;115640;110810;110860;110810;110830;111020;111090;110990;111060;115530;115640;115500;115610
115640;115700;115620;115620;110830;110920;110830;110920;111060;111140;111060;111100;115600;115650;115590;115610
115620;115680;115620;115660;110920;110990;110900;110920;111100;111100;111040;111040;115630;115670;115610;115670
115670;115750;115660;115690;110920;110930;110820;110830;111030;111040;110990;111000;115660;115700;115620;115630
115690;115700;115610;115630;110830;110950;110820;110910;111000;111060;110970;110980;115640;115640;115580;115620
115630;115650;115580;115600;110910;111200;110910;111150;110980;111020;110960;111010;115620;115630;115580;115610
115590;115620;115520;115620;111140;111200;111110;111160;111000;111000;110840;110860;115620;115630;115540;115600
115610;115670;115580;115670;111180;111330;111180;111230;110860;110920;110810;110870;115600;115660;115590;115610
115680;115710;115670;115680;111230;111270;111180;111250;110870;110890;110740;110780;115620;115630;115570;115580
115690;115740;115690;115720;111250;111320;111250;111260;110770;110810;110750;110760;115580;115600;115440;115460
115730;115740;115690;115700;111250;111280;111170;111230;110760;110800;110740;110750;115460;115470;115410;115460
115700;115730;115670;115720;111230;111290;111210;111230;110740;110800;110710;110770;115460;115490;115420;115420
115720;115770;115710;115730;111240;111290;111180;111290;110760;110780;110700;110740;115420;115440;115290;115310
115730;115800;115730;115760;111290;111330;111200;111220;110730;110880;110710;110840;115320;115330;115250;115290
115750;115790;115740;115750;111230;111280;111220;111250;110830;111030;110830;111000;115300;115330;115290;115310
115750;115760;115710;115720;111250;111260;111120;111140;111000;111120;111000;111100;115310;115320;115270;115280
115720;115780;115650;115650;111150;111180;111100;111100;111100;111110;111020;111020;115290;115300;115270;115300
115650;115670;115530;115530;111100;111110;110990;111010;111030;111060;111000;111010;115300;115300;115230;115270
115520;115560;115430;115550;111010;111100;110970;110990;111010;111050;110960;110990;115270;115290;114960;114970
115550;115590;115480;115520;111000;111100;110990;111010;111000;111060;110980;111020;114960;115030;114910;114970
115530;115540;115400;115440;111020;111070;110920;110960;111010;111050;111000;111030;114980;115090;114970;115060
115440;115470;115410;115470;110970;111030;110890;111000;111020;111050;110960;110980;115050;115180;115020;115150
115460;115520;115450;115500;110980;111090;110950;111030;110990;111030;110920;110990;115150;115170;115110;115160
115520;115560;115490;115530;111030;111140;111030;111070;111000;111020;110890;110940;115160;115230;115150;115210
115520;115580;115520;115550;111070;111120;111060;111060;110940;110990;110930;110980;115220;115280;115180;115210
115570;115650;115560;115620;111070;111240;111060;111220;110990;111050;110960;111040;115200;115240;115170;115230
115610;115670;115600;115650;111220;111270;111150;111160;111040;111060;111000;111050;115240;115280;115230;115240
115650;115750;115630;115750;111170;111190;111120;111130;111050;111100;111030;111100;115240;115380;115240;115340
115750;115760;115660;115660;111150;111270;111140;111230;111100;111150;111050;111060;115340;115360;115220;115230
115660;115710;115660;115680;111240;111270;111160;111200;111060;111070;110920;110950;115230;115280;115230;115280
115690;115720;115650;115710;111190;111300;111190;111260;110940;111000;110890;110900;115270;115300;115210;115260
115720;115750;115680;115700;111260;111280;111140;111160;110910;110960;110880;110930;115260;115270;115170;115190
115700;115730;115640;115640;111170;111290;111150;111250;110930;110960;110900;110950;115200;115210;115110;115130
115650;115650;115580;115630;111250;111290;111150;111200;110940;110980;110890;110940;115130;115210;115120;115180
115640;115700;115620;115700;111200;111250;111170;111230;110930;110960;110870;110900;115160;115220;115150;115220
115690;115720;115670;115720;111220;111390;111220;111380;110900;110910;110800;110880;115190;115210;115170;115210
115710;115710;115660;115670;111380;111400;111270;111280;110880;110960;110870;110960;115200;115260;115190;115230
115660;115670;115610;115610;111280;111350;111260;111330;110960;110990;110940;110980;115250;115270;115190;115200
115620;115640;115580;115600;111330;111350;111300;111310;110970;110990;110920;110960;115200;115210;115060;115090
115600;115610;115510;115550;111310;111340;111270;111270;110970;110970;110830;110890;115080;115220;115080;115220
115550;115650;115540;115630;111270;111290;111210;111210;110890;110930;110870;110870;115210;115240;115170;115240
115620;115680;115590;115620;111210;111220;111130;111150;110870;110870;110740;110780;115240;115240;115180;115190
115640;115650;115600;115630;111160;111180;111110;111170;110790;110840;110710;110740;115190;115240;115120;115140
115640;115690;115630;115640;111160;111160;111060;111060;110740;110840;110730;110800;115140;115220;115130;115180
115630;115690;115620;115690;111050;111110;111020;111020;110810;110850;110780;110850;115170;115210;115150;115200
115680;115700;115650;115680;111020;111040;110970;111020;110840;110860;110820;110860;115190;115190;115120;115120
115690;115720;115680;115710;111010;111060;111000;111020;110840;110870;110820;110840;115120;115130;115060;115090
115700;115760;115660;115690;111020;111030;110980;110990;110830;110870;110820;110830;115080;115140;115070;115120
115690;115740;115670;115720;110990;111060;110960;110970;110830;110880;110770;110870;115120;115170;115080;115140
115720;115720;115650;115670;110980;111040;110930;111040;110860;110950;110830;110920;115140;115150;115060;115080
115680;115700;115590;115620;111040;111040;110960;110990;110920;111040;110920;110990;115080;115120;115000;115040
115620;115670;115590;115650;110990;111040;110960;110960;111000;111030;110930;111000;115030;115050;114980;115010
115650;115680;115620;115630;110960;110970;110800;110830;111000;111030;110940;110960;115020;115060;115000;115040
115620;115620;115570;115600;110830;110890;110800;110820;110950;110960;110880;110930;115050;115070;115000;115040
115600;115630;115590;115620;110830;110850;110770;110840;110930;111000;110930;110980;115040;115080;115020;115060
115620;115630;115560;115560;110810;110870;110810;110850;111000;111010;110930;110950;115060;115160;115060;115140
115560;115570;115500;115550;110850;110860;110750;110750;110950;110950;110880;110910;115150;115160;115060;115070
115550;115570;115470;115490;110760;110810;110730;110780;110910;110990;110900;110990;115070;115070;114990;115010
115490;115510;115450;115480;110770;110830;110770;110820;111000;111090;110980;111060;115000;115000;114870;114910
115480;115570;115480;115540;110810;110840;110750;110780;111060;111110;111050;111080;114920;115010;114910;114970
115540;115570;115500;115530;110790;110820;110730;110820;111060;111130;111060;111100;114960;115030;114900;115010
115520;115530;115490;115510;110820;110820;110720;110730;111090;111100;110970;111020;115000;115090;114980;115070
115520;115520;115430;115430;110730;110730;110570;110570;111010;111020;110950;110960;115050;115070;115000;115020
115510;115550;115310;115420;110550;110580;110170;110400;110910;111140;110760;111070;114980;114990;114680;114890
115420;115460;115400;115460;110400;110510;110390;110510;111060;111140;111000;111090;114900;114910;114710;114760
115450;115450;115410;115430;110490;110520;110470;110500;111090;111100;111000;111040;114770;114870;114730;114870
115430;115450;115420;115450;110510;110510;110370;110370;111040;111050;111010;111040;114870;115010;114830;114960
115450;115480;115450;115480;110370;110480;110350;110410;111050;111070;111000;111040;114960;115040;114950;115030
115480;115500;115460;115500;110410;110520;110350;110500;111030;111190;111020;111170;115020;115040;114990;115010
115500;115540;115470;115480;110510;110610;110500;110580;111160;111170;111110;111150;115010;115020;114950;115000
115500;115510;115480;115480;110580;110610;110540;110580;111160;111160;111060;111110;115010;115020;114960;115000
115500;115500;115470;115490;110590;110600;110550;110570;111100;111110;111050;111070;114980;115030;114970;115000
115490;115520;115480;115520;110570;110720;110570;110680;111070;111100;111050;111060;115000;115070;114990;115030
115510;115520;115440;115490;110670;110680;110560;110570;111050;111090;111030;111070;115020;115100;114990;115100
115490;115490;115470;115490;110580;110620;110530;110530;111070;111070;110880;110890;115090;115110;115070;115070
115480;115480;115450;115450;110520;110620;110520;110580;110890;111000;110850;110980;115080;115080;114970;114970
115470;115480;115450;115460;110590;110630;110570;110610;110980;111040;110960;111040;114970;115020;114950;115010
115460;115490;115450;115470;110610;110640;110580;110630;111030;111070;111010;111040;115020;115020;114820;114910
115460;115470;115450;115460;110630;110640;110570;110620;111030;111120;111030;111110;114910;115030;114860;115030
115470;115500;115470;115470;110620;110620;110470;110470;111100;111130;111090;111130;115030;115130;115010;115080
115470;115480;115470;115480;110470;110510;110430;110430;111120;111180;111110;111160;115080;115110;115020;115030
115470;115470;115430;115440;110430;110500;110420;110490;111160;111160;111100;111120;115030;115110;115020;115080
115430;115460;115420;115440;110500;110590;110470;110550;111130;111130;111100;111130;115080;115080;115020;115020
115440;115440;115410;115410;110540;110600;110530;110590;111130;111200;111100;111170;115040;115050;114970;115020
115430;115440;115400;115420;110590;110620;110540;110570;111170;111190;111120;111130;115000;115030;114970;115020
115410;115410;115380;115390;110570;110700;110560;110670;111120;111140;111080;111090;115020;115050;114940;115050
115410;115430;115400;115420;110670;110740;110650;110700;111080;111120;111020;111060;115050;115050;114990;115010
115400;115420;115390;115400;110700;110740;110660;110670;111070;111080;111000;111020;115000;115080;114970;115050
115400;115420;115390;115400;110670;110690;110610;110670;111020;111040;110990;111010;115060;115110;115040;115080
115400;115430;115390;115410;110660;110770;110660;110760;111000;111020;110960;110990;115060;115080;115010;115040
115400;115400;115370;115390;110760;110790;110680;110710;110990;111040;110900;111020;115020;115050;115000;115010
115380;115380;115350;115380;110710;110740;110650;110730;111020;111090;111020;111050;115020;115090;115010;115090
115370;115370;115350;115350;110730;110730;110650;110680;111060;111080;111000;111010;115090;115130;115050;115100
115370;115380;115350;115360;110670;110770;110650;110750;111010;111030;110960;111000;115100;115120;115070;115110
115360;115360;115340;115340;110750;110840;110750;110840;110990;111010;110970;111000;115080;115100;115060;115080
115350;115350;115240;115270;110840;110920;110840;110910;111000;111000;110930;110960;115080;115090;115020;115050
115260;115300;115260;115290;110900;110970;110890;110930;110960;110980;110940;110960;115050;115070;115030;115040
115290;115290;115220;115240;110920;110950;110860;110870;110970;111000;110950;110960;115030;115060;115030;115060
115240;115310;115230;115300;110870;110960;110870;110910;110960;110970;110920;110930;115050;115100;114970;114990
115310;115410;115300;115410;110910;110940;110870;110940;110930;110990;110930;110960;114980;115030;114970;115020
115400;115490;115400;115460;110940;110980;110880;110910;110970;110990;110850;110900;115020;115050;115010;115050
115460;115480;115430;115450;110920;110940;110880;110940;110900;110910;110860;110900;115060;115070;114980;114980
115450;115450;115390;115420;110930;110990;110910;110980;110900;110940;110900;110940;114980;114980;114910;114940
115420;115450;115420;115440;110990;111030;110950;111020;110940;110940;110840;110840;114940;115000;114930;114960
115430;115460;115430;115460;111020;111040;110960;110990;110870;110890;110810;110890;114950;114950;114860;114890
115450;115450;115420;115440;110980;111200;110980;111160;110890;110900;110880;110880;114890;114900;114810;114890
115450;115450;115400;115430;111170;111170;111080;111130;110890;110920;110880;110910;114900;114920;114850;114880
115440;115460;115430;115460;111140;111150;111100;111130;110920;110960;110920;110960;114870;114900;114860;114900
115470;115470;115410;115410;111130;111160;111100;111120;110950;110970;110930;110950;114900;114900;114800;114850
